,_unit_id,_golden,_unit_state,_trusted_judgments,verify_relationship,verify_relationship:confidence,chemical_id,chemical_name,disease_id,disease_name,form_sentence,pmid,relation_pair_id,uniq_id
4217,4217,0,0,5,0,1.0,438,162,776,1343,157,20540689,2091,3515
4218,4218,0,0,5,0,1.0,438,162,322,986,158,20540689,2087,3516
4219,4219,0,0,5,1,1.0,438,162,477,1225,156,20540689,2089,3517
4220,4220,0,0,5,1,0.6116,438,775,335,1010,4790,20540689,2088,3518
4221,4221,0,0,5,1,0.6024,438,775,116,556,4762,20540689,2086,3519
4222,4222,0,0,5,1,1.0,438,775,477,1696,3052,20540689,2089,3520
4223,4223,0,0,5,1,1.0,438,775,872,1679,3049,20540689,2092,3522
4224,4224,0,0,5,0,0.5929,438,775,588,1611,2659,20540689,2090,3523
4225,4225,0,0,5,1,0.7999,573,1010,588,1611,2658,20540689,2093,3524
4226,4226,0,0,5,1,0.5988,260,267,588,1611,245,20540689,2085,3525
4227,4227,0,0,5,1,0.8283,573,1010,588,1611,2071,20540689,2093,3526
4228,4228,0,0,5,1,1.0,573,1010,872,1679,4667,20540689,2094,3527
4229,4229,0,0,5,0,0.6214,438,775,872,1679,4665,20540689,2092,3528
4230,4230,0,0,5,0,0.8009999999999999,452,796,250,791,3472,20547054,2095,3529
4231,4231,0,0,5,1,1.0,899,1285,414,1471,3241,20568301,2099,3530
4232,4232,0,0,5,1,1.0,797,1469,414,296,4678,20568301,2098,3531
4233,4233,0,0,5,1,1.0,412,729,501,278,1150,20578474,2101,3533
4234,4234,0,0,5,1,1.0,106,152,86,43,143,20579773,2102,3534
4235,4235,0,0,5,1,1.0,106,736,86,6,2079,20579773,2102,3535
4236,4236,0,0,5,1,0.8073,106,736,192,742,2078,20579773,2103,3536
4237,4237,0,0,5,1,1.0,106,736,86,5,5427,20579773,2102,3537
4238,4238,0,0,5,1,1.0,106,736,86,5,3209,20579773,2102,3538
4239,4239,0,0,5,1,0.7854,106,736,192,742,3208,20579773,2103,3539
4240,4240,0,0,5,1,0.8212,938,923,460,263,1827,20580532,2104,3540
4241,4241,0,0,5,1,1.0,938,923,460,263,3958,20580532,2104,3541
4242,4242,0,0,5,1,1.0,749,1376,550,454,1445,20594295,2107,3542
4243,4243,0,0,5,1,0.7795,703,1259,550,454,5553,20594295,2106,3544
4244,4244,0,0,5,1,1.0,703,1259,279,1505,5554,20594295,2105,3545
4245,4245,0,0,5,1,1.0,650,1156,503,1403,3955,20595705,2108,3546
4246,4246,0,0,5,1,1.0,650,1156,503,1403,2878,20595705,2108,3547
4247,4247,0,0,5,1,1.0,367,648,119,560,1230,20597903,2109,3548
4248,4248,0,0,5,0,0.6072,367,102,119,560,90,20597903,2109,3549
4249,4249,0,0,5,1,0.7982,533,241,119,560,4040,20597903,2111,3550
4250,4250,0,0,5,1,1.0,367,648,119,560,1812,20597903,2109,3551
4251,4251,0,0,5,1,1.0,367,648,842,558,1813,20597903,2110,3552
4252,4252,0,0,5,1,1.0,884,660,420,1365,2320,20604763,2117,3553
4253,4253,0,0,5,1,1.0,884,660,281,904,2319,20604763,2116,3556
4254,4254,0,0,5,1,0.8098,399,711,838,724,1259,20604763,2114,3557
4255,4255,0,0,5,1,0.8245,884,109,750,937,105,20604763,2118,3558
4256,4256,0,0,5,1,1.0,884,109,236,823,104,20604763,2115,3559
4257,4257,0,0,5,1,1.0,399,711,236,823,1260,20604763,2112,3560
4258,4258,0,0,5,1,0.6098,399,711,750,937,1261,20604763,2113,3561
4259,4259,0,0,5,1,1.0,884,109,838,724,103,20604763,2119,3562
4260,4260,0,0,5,1,0.8045,418,0,421,1204,3026,20606042,2120,3563
4261,4261,0,0,5,1,0.6145,457,807,421,1204,3025,20606042,2122,3564
4262,4262,0,0,5,0,1.0,457,174,477,647,178,20606042,2123,3565
4263,4263,0,0,5,1,1.0,457,807,477,644,4953,20606042,2123,3567
4264,4264,0,0,5,1,0.581,418,737,477,647,1288,20606042,2121,3568
4265,4265,0,0,5,1,1.0,418,737,421,1204,1289,20606042,2120,3569
4266,4266,0,0,5,1,1.0,457,807,477,647,1286,20606042,2123,3570
4267,4267,0,0,5,1,0.8091,457,807,421,1204,1287,20606042,2122,3571
4268,4268,0,0,5,0,0.5913,457,807,477,647,4811,20606042,2123,3572
4269,4269,0,0,5,0,1.0,799,1474,682,106,575,20610679,2124,3573
4270,4270,0,0,5,0,1.0,799,1474,682,106,5431,20610679,2124,3574
4271,4271,0,0,5,1,0.8101,867,614,363,1054,1808,20626210,2131,3575
4272,4272,0,0,5,1,1.0,191,1473,363,1054,1809,20626210,2126,3576
4273,4273,0,0,5,1,1.0,339,590,166,1523,1500,20626210,2128,3578
4274,4274,0,0,5,1,1.0,399,711,166,1523,1499,20626210,2129,3579
4275,4275,0,0,5,1,1.0,867,614,363,1055,4110,20626210,2131,3580
4276,4276,0,0,5,1,1.0,867,614,787,1623,4109,20626210,2132,3581
4277,4277,0,0,5,1,1.0,191,1473,166,682,4111,20626210,2125,3582
4278,4278,0,0,5,1,1.0,191,1473,787,1623,4112,20626210,2127,3583
4279,4279,0,0,5,1,1.0,867,614,166,682,4108,20626210,2130,3584
4280,4280,0,0,5,1,1.0,191,1473,363,1055,4113,20626210,2126,3585
4281,4281,0,0,5,1,1.0,867,614,363,1054,3119,20626210,2131,3586
4282,4282,0,0,5,1,1.0,191,1473,363,1054,3120,20626210,2126,3587
4283,4283,0,0,5,0,0.593,507,888,389,1123,1373,20632462,2133,3589
4284,4284,0,0,5,1,1.0,508,222,813,44,4782,20632462,2134,3590
4285,4285,0,0,5,1,1.0,699,1249,690,305,2840,20633796,2136,3591
4286,4286,0,0,5,1,1.0,699,1249,71,452,2841,20633796,2135,3592
4287,4287,0,0,5,1,1.0,573,1010,741,1153,5482,20651460,2137,3593
4288,4288,0,0,5,1,1.0,941,1215,616,123,585,20687864,2144,3594
4289,4289,0,0,5,1,1.0,410,727,510,329,767,20700524,2146,3595
4290,4290,0,0,5,1,1.0,586,1047,510,329,766,20700524,2147,3596
4291,4291,0,0,5,1,1.0,410,727,510,328,4658,20700524,2146,3597
4292,4292,0,0,5,1,1.0,113,214,510,328,4656,20700524,2145,3598
4293,4293,0,0,5,1,1.0,586,287,510,328,4657,20700524,2147,3600
4294,4294,0,0,5,1,1.0,654,1161,666,187,2058,20707732,2149,3601
4295,4295,0,0,5,1,0.5844,654,1161,872,1680,2057,20707732,2150,3602
4296,4296,0,0,5,1,1.0,605,1086,236,823,2272,20713345,2151,3603
4297,4297,0,0,5,0,0.79,13,1449,445,1243,757,20721899,2152,3604
4298,4298,0,0,5,0,1.0,13,539,445,1243,508,20721899,2152,3605
4299,4299,0,0,5,1,0.6306,13,1449,445,1243,1439,20721899,2152,3606
4300,4300,0,0,5,0,0.8095,327,56,60,1440,2279,20739614,2156,3607
4301,4301,0,0,5,1,0.7867,505,876,60,1440,2280,20739614,2157,3608
4302,4302,0,0,5,1,0.8094,761,1398,436,1235,1765,20804622,2160,3609
4303,4303,0,0,5,1,1.0,26,657,436,1235,1766,20804622,2158,3611
4304,4304,0,0,5,1,1.0,761,1399,436,1235,2623,20804622,2160,3612
4305,4305,0,0,5,1,1.0,761,519,436,1235,893,20804622,2160,3613
4306,4306,0,0,5,1,1.0,761,519,250,791,894,20804622,2159,3614
4307,4307,0,0,5,1,1.0,521,913,232,821,1209,20806262,2161,3615
4308,4308,0,0,5,1,1.0,540,962,232,124,586,20806262,2162,3616
4309,4309,0,0,5,1,1.0,508,889,477,51,2969,20809980,2163,3617
4310,4310,0,0,5,1,1.0,709,1269,477,51,2970,20809980,2164,3618
4311,4311,0,0,5,1,1.0,625,1118,90,522,951,20827460,2165,3619
4312,4312,0,0,5,1,1.0,625,1118,503,1403,950,20827460,2166,3620
4313,4313,0,0,5,1,1.0,262,1174,376,241,2346,20828223,2167,3622
4314,4314,0,0,5,1,1.0,262,1174,810,241,2346,20828223,2168,3623
4315,4315,0,0,5,1,1.0,867,614,810,241,2242,20828223,2170,3624
4316,4316,0,0,5,1,1.0,867,614,376,241,2242,20828223,2169,3625
4317,4317,0,0,5,1,0.7904,339,85,347,1469,54,20837883,2171,3626
4318,4318,0,0,5,1,0.7964,339,590,347,1469,5572,20837883,2171,3627
4319,4319,0,0,5,1,0.8041,339,590,347,1469,2406,20837883,2171,3628
4320,4320,0,0,5,1,1.0,737,495,705,1760,455,20838725,2172,3629
4321,4321,0,0,5,1,1.0,737,1341,705,1760,2149,20838725,2172,3630
4322,4322,0,0,5,0,1.0,926,576,872,423,684,20843409,2175,3631
4323,4323,0,0,5,0,1.0,926,576,872,1679,4314,20843409,2175,3633
4324,4324,0,0,5,0,1.0,926,576,776,1343,4313,20843409,2174,3634
4325,4325,0,0,5,1,0.812,522,921,518,935,4979,20849433,2176,3635
4326,4326,0,0,5,1,0.809,429,756,215,789,5141,20863769,2178,3636
4327,4327,0,0,5,1,0.805,429,756,635,788,5143,20863769,2179,3637
4328,4328,0,0,5,1,1.0,429,756,635,788,5380,20863769,2179,3638
4329,4329,0,0,5,1,1.0,330,799,635,788,5381,20863769,2177,3639
4330,4330,0,0,5,1,0.8098,749,1376,635,788,5367,20863769,2180,3640
4331,4331,0,0,5,1,1.0,473,833,474,1318,3705,20884859,2181,3641
4332,4332,0,0,5,1,1.0,473,833,477,1696,3704,20884859,2182,3642
4333,4333,0,0,5,1,1.0,243,301,816,76,283,20921291,2187,3644
4334,4334,0,0,5,1,1.0,399,711,816,76,2827,20921291,2190,3645
4335,4335,0,0,5,1,1.0,681,1222,816,76,2828,20921291,2191,3646
4336,4336,0,0,5,1,1.0,398,710,816,74,3292,20921291,2189,3647
4337,4337,0,0,5,1,1.0,249,1346,816,74,3291,20921291,2188,3648
4338,4338,0,0,5,1,1.0,808,1491,816,74,3289,20921291,2192,3649
4339,4339,0,0,5,1,1.0,243,1037,816,74,3290,20921291,2187,3650
4340,4340,0,0,5,1,1.0,681,1222,816,74,4836,20921291,2191,3651
4341,4341,0,0,5,1,1.0,808,1491,816,74,4837,20921291,2192,3652
4342,4342,0,0,5,1,0.8116,294,77,648,755,2216,20923857,2193,3653
4343,4343,0,0,5,1,1.0,294,76,648,85,3945,20923857,2193,3655
4344,4344,0,0,5,1,1.0,294,76,648,85,5201,20923857,2193,3656
4345,4345,0,0,5,1,1.0,294,76,648,85,2004,20923857,2193,3657
4346,4346,0,0,5,1,1.0,294,76,648,85,1294,20923857,2193,3658
4347,4347,0,0,5,1,0.7914,294,76,648,85,4662,20923857,2193,3659
4348,4348,0,0,5,1,1.0,371,74,475,1556,101,20953224,2194,3660
4349,4349,0,0,5,0,0.7807,371,73,872,1679,5020,20953224,2195,3661
4350,4350,0,0,5,1,0.8009999999999999,371,73,872,1678,1613,20953224,2195,3662
4351,4351,0,0,5,0,1.0,371,73,872,1679,1256,20953224,2195,3663
4352,4352,0,0,5,0,0.7972,371,73,872,1679,863,20953224,2195,3664
4353,4353,0,0,5,1,0.8092,805,1485,427,832,922,20960528,2199,3667
4354,4354,0,0,5,1,1.0,704,1260,427,832,923,20960528,2198,3668
4355,4355,0,0,5,1,1.0,495,861,427,832,921,20960528,2197,3669
4356,4356,0,0,5,1,1.0,459,810,427,832,920,20960528,2196,3670
4357,4357,0,0,5,1,1.0,805,1485,427,833,4889,20960528,2199,3671
4358,4358,0,0,5,1,1.0,704,1260,427,833,4890,20960528,2198,3672
4359,4359,0,0,5,1,1.0,495,861,427,833,4888,20960528,2197,3673
4360,4360,0,0,5,1,1.0,459,810,427,833,4887,20960528,2196,3674
4361,4361,0,0,5,1,1.0,27,1039,361,513,1665,21031168,2201,3675
4362,4362,0,0,5,1,1.0,15,641,721,1008,2604,21033247,2202,3676
4363,4363,0,0,5,1,1.0,438,775,721,1008,2602,21033247,2204,3678
4364,4364,0,0,5,1,1.0,495,861,721,1008,2603,21033247,2205,3679
4365,4365,0,0,5,1,1.0,829,7,721,1008,2606,21033247,2207,3680
4366,4366,0,0,5,1,1.0,41,39,721,1008,2605,21033247,2203,3681
4367,4367,0,0,5,1,0.8111,781,1303,721,1008,4469,21033247,2206,3682
4368,4368,0,0,5,1,0.8117,438,162,721,1008,155,21033247,2204,3683
4369,4369,0,0,5,1,0.8011,560,801,79,488,1526,21036888,2208,3684
4370,4370,0,0,5,1,1.0,560,801,79,488,4973,21036888,2208,3685
4371,4371,0,0,5,1,0.8011,560,801,79,488,4881,21036888,2208,3686
4372,4372,0,0,5,1,1.0,845,731,486,1326,2119,21049517,2211,3687
4373,4373,0,0,5,1,1.0,126,1008,486,1326,2121,21049517,2210,3689
4374,4374,0,0,5,1,1.0,115,1410,486,1326,2122,21049517,2209,3690
4375,4375,0,0,5,1,0.8240000000000001,330,799,879,512,4074,21050027,2213,3691
4376,4376,0,0,5,1,1.0,330,799,119,1259,4073,21050027,2212,3692
4377,4377,0,0,5,1,0.8178,919,698,119,1258,1019,21050027,2214,3693
4378,4378,0,0,5,1,1.0,483,850,166,680,1215,21052022,2215,3694
4379,4379,0,0,5,1,1.0,740,1357,166,680,1214,21052022,2217,3695
4380,4380,0,0,5,1,1.0,483,850,363,1055,5530,21052022,2216,3696
4381,4381,0,0,5,1,1.0,483,850,166,680,4137,21052022,2215,3697
4382,4382,0,0,5,1,1.0,264,1349,662,23,2696,21084834,2218,3698
4383,4383,0,0,5,1,1.0,398,3,662,23,2697,21084834,2220,3700
4384,4384,0,0,5,1,0.8182,398,4,407,1181,5436,21084834,2219,3701
4385,4385,0,0,5,1,1.0,749,1376,128,706,5019,21102966,2223,3702
4386,4386,0,0,5,1,1.0,749,1376,128,706,4507,21102966,2223,3703
4387,4387,0,0,5,1,1.0,204,1507,45,1278,4237,21107309,2225,3704
4388,4388,0,0,5,1,0.7902,180,1171,45,1278,4238,21107309,2224,3705
4389,4389,0,0,5,1,1.0,194,1409,363,1054,3480,21130741,2227,3706
4390,4390,0,0,5,1,1.0,194,1409,166,680,3219,21130741,2226,3707
4391,4391,0,0,5,1,0.8173,194,1409,363,1054,3220,21130741,2227,3708
4392,4392,0,0,5,0,0.8074,367,648,646,1600,1495,21133822,2232,3709
4393,4393,0,0,5,0,1.0,266,1427,646,1600,1497,21133822,2228,3711
4394,4394,0,0,5,0,1.0,367,648,646,1600,2446,21133822,2232,3712
4395,4395,0,0,5,0,0.8071,367,648,29,872,2447,21133822,2229,3713
4396,4396,0,0,5,1,0.5892,367,648,646,1600,1000,21133822,2232,3714
4397,4397,0,0,5,1,0.4121,367,648,324,282,1001,21133822,2230,3715
4398,4398,0,0,5,1,1.0,811,1497,137,1513,4219,21133822,2233,3716
4399,4399,0,0,5,0,0.6056,367,648,618,1514,4191,21133822,2231,3717
4400,4400,0,0,5,0,0.8113,367,648,646,1600,1496,21133822,2232,3718
4401,4401,0,0,5,0,1.0,266,1427,646,1600,1498,21133822,2228,3719
4402,4402,0,0,5,0,0.5966,731,477,280,903,1418,21134486,2234,3720
4403,4403,0,0,5,1,1.0,222,1353,250,791,3069,21135954,2235,3722
4404,4404,0,0,5,1,1.0,739,1352,266,137,3370,21135954,2238,3723
4405,4405,0,0,5,1,0.7914,739,1352,477,1536,1014,21135954,2239,3724
4406,4406,0,0,5,1,1.0,739,1352,250,791,1013,21135954,2237,3725
4407,4407,0,0,5,1,0.593,438,775,250,791,4721,21135954,2236,3726
4408,4408,0,0,5,1,1.0,806,1488,639,0,2755,21147712,2243,3727
4409,4409,0,0,5,1,0.5869,573,277,91,525,263,21147712,2240,3728
4410,4410,0,0,5,1,0.5982,806,1488,91,525,2756,21147712,2242,3729
4411,4411,0,0,5,1,1.0,573,277,639,0,262,21147712,2241,3730
4412,4412,0,0,5,1,0.7977,37,540,389,1123,5074,21203344,2244,3731
4413,4413,0,0,5,1,0.8024,37,513,389,1123,1786,21203344,2244,3733
4414,4414,0,0,5,1,1.0,37,513,874,772,2133,21203344,2245,3734
4415,4415,0,0,5,1,1.0,37,513,874,772,3471,21203344,2245,3735
4416,4416,0,0,5,1,1.0,37,513,389,1123,3470,21203344,2244,3736
4417,4417,0,0,5,1,0.6312,793,1464,477,644,3721,21209368,2246,3737
4418,4418,0,0,5,1,0.8044,347,612,123,570,5270,21235460,2247,3738
4419,4419,0,0,5,1,1.0,818,48,250,791,4186,21258737,2248,3739
4420,4420,0,0,5,1,1.0,213,1053,215,789,1825,21263048,2249,3740
4421,4421,0,0,5,1,1.0,213,298,215,65,1149,21263048,2249,3741
4422,4422,0,0,5,1,0.5878,213,298,215,65,1826,21263048,2249,3742
4423,4423,0,0,5,0,1.0,330,799,709,41,550,21265627,2250,3744
4424,4424,0,0,5,1,0.622,793,1464,800,1645,918,21273305,2251,3745
4425,4425,0,0,5,1,1.0,297,595,114,363,1240,21284489,2252,3746
4426,4426,0,0,5,1,1.0,297,87,114,364,56,21284489,2252,3747
4427,4427,0,0,5,1,1.0,297,595,114,363,3774,21284489,2252,3748
4428,4428,0,0,5,1,0.7987,297,595,389,1124,3773,21284489,2253,3749
4429,4429,0,0,5,1,1.0,177,1298,125,578,1807,21312292,2255,3750
4430,4430,0,0,5,1,1.0,177,1298,125,579,4203,21312292,2255,3751
4431,4431,0,0,5,1,1.0,177,1298,125,9,2281,21312292,2255,3752
4432,4432,0,0,5,0,1.0,177,1298,105,538,2759,21312292,2254,3753
4433,4433,0,0,5,0,1.0,177,1298,586,1595,2760,21312292,2256,3755
4434,4434,0,0,5,0,1.0,177,1298,647,844,2761,21312292,2257,3756
4435,4435,0,0,5,1,1.0,177,460,125,9,431,21312292,2255,3757
4436,4436,0,0,5,1,1.0,67,916,659,78,3248,21322776,2258,3758
4437,4437,0,0,5,1,1.0,296,101,132,594,81,21323396,2262,3759
4438,4438,0,0,5,1,1.0,296,101,132,1232,80,21323396,2262,3760
4439,4439,0,0,5,1,1.0,296,646,132,594,2636,21323396,2262,3761
4440,4440,0,0,5,1,1.0,180,1171,132,1228,2276,21323396,2259,3762
4441,4441,0,0,5,1,1.0,296,646,132,1228,2275,21323396,2262,3763
4442,4442,0,0,5,1,1.0,798,1472,132,1230,2271,21323396,2267,3764
4443,4443,0,0,5,1,1.0,296,646,132,1230,2269,21323396,2262,3766
4444,4444,0,0,5,1,1.0,590,1056,132,1230,2270,21323396,2266,3767
4445,4445,0,0,5,0,0.797,296,646,241,837,2292,21323396,2263,3768
4446,4446,0,0,5,0,1.0,296,646,130,891,2293,21323396,2261,3769
4447,4447,0,0,5,0,0.8132,296,646,362,1603,2291,21323396,2264,3770
4448,4448,0,0,5,1,0.7972,296,646,544,501,2294,21323396,2265,3771
4449,4449,0,0,5,1,0.6192,296,646,132,597,2290,21323396,2262,3772
4450,4450,0,0,5,1,1.0,296,646,130,130,590,21323396,2261,3773
4451,4451,0,0,5,1,1.0,296,646,132,1232,2539,21323396,2262,3774
4452,4452,0,0,5,1,1.0,296,646,59,1244,2540,21323396,2260,3775
4453,4453,0,0,5,1,0.6048,749,1378,75,304,3092,21327533,2268,3778
4454,4454,0,0,5,0,0.6057,923,1133,427,869,1147,21329798,2269,3779
4455,4455,0,0,5,1,1.0,923,375,477,644,350,21329798,2270,3780
4456,4456,0,0,5,1,1.0,923,1133,477,644,1085,21329798,2270,3781
4457,4457,0,0,5,1,1.0,923,1133,666,187,1086,21329798,2271,3782
4458,4458,0,0,5,1,0.602,923,1133,477,644,2329,21329798,2270,3783
4459,4459,0,0,5,1,1.0,849,517,193,1723,480,21336140,2272,3784
4460,4460,0,0,5,1,0.818,849,1396,193,1724,1071,21336140,2272,3785
4461,4461,0,0,5,1,1.0,849,1396,193,430,3948,21336140,2272,3786
4462,4462,0,0,5,1,1.0,849,1396,193,430,5192,21336140,2272,3787
4463,4463,0,0,5,1,1.0,849,1396,193,430,2898,21336140,2272,3789
4464,4464,0,0,5,1,0.8051,921,1136,666,187,5411,21345162,2273,3790
4465,4465,0,0,5,1,1.0,511,894,388,1122,4244,21355449,2275,3791
4466,4466,0,0,5,1,0.8094,511,894,87,1042,5188,21355449,2274,3792
4467,4467,0,0,5,1,1.0,429,756,423,1643,2568,21398612,2276,3793
4468,4468,0,0,5,1,1.0,721,1286,423,1643,2570,21398612,2278,3794
4469,4469,0,0,5,1,1.0,563,988,423,1643,2569,21398612,2277,3795
4470,4470,0,0,5,1,1.0,450,794,474,1318,3725,21431291,2281,3796
4471,4471,0,0,5,1,1.0,450,794,477,1696,3724,21431291,2282,3797
4472,4472,0,0,5,1,1.0,450,794,19,411,3726,21431291,2279,3798
4473,4473,0,0,5,1,1.0,450,794,540,1488,3727,21431291,2284,3800
4474,4474,0,0,5,1,1.0,450,794,517,140,3728,21431291,2283,3801
4475,4475,0,0,5,1,1.0,450,794,89,520,4206,21431291,2280,3802
4476,4476,0,0,5,1,1.0,450,794,517,139,4205,21431291,2283,3803
4477,4477,0,0,5,1,1.0,450,794,517,894,900,21431291,2283,3804
4478,4478,0,0,5,1,1.0,450,794,517,139,2443,21431291,2283,3805
4479,4479,0,0,5,1,0.7949,272,1248,91,525,1446,21442636,2285,3806
4480,4480,0,0,5,1,1.0,272,1248,839,1291,1447,21442636,2287,3807
4481,4481,0,0,5,1,1.0,272,439,91,525,404,21442636,2285,3808
4482,4482,0,0,5,1,1.0,272,439,839,1291,405,21442636,2287,3809
4483,4483,0,0,5,1,1.0,272,1248,839,1291,4452,21442636,2287,3811
4484,4484,0,0,5,1,0.8011,272,1248,91,525,4453,21442636,2285,3812
4485,4485,0,0,5,1,1.0,272,1248,589,1612,1583,21442636,2286,3813
4486,4486,0,0,5,0,1.0,767,1420,836,436,3649,21455855,2292,3814
4487,4487,0,0,5,0,0.794,273,1041,836,436,3651,21455855,2289,3815
4488,4488,0,0,5,1,0.8087,273,1041,454,251,3650,21455855,2288,3816
4489,4489,0,0,5,1,1.0,767,1420,454,251,3648,21455855,2291,3817
4490,4490,0,0,5,0,0.6057,473,833,836,436,2596,21455855,2290,3818
4491,4491,0,0,5,1,0.7911,540,962,656,1781,3864,21476781,2294,3819
4492,4492,0,0,5,1,0.8172,540,962,370,1070,3863,21476781,2293,3820
4493,4493,0,0,5,1,1.0,292,286,595,921,748,21482024,2301,3822
4494,4494,0,0,5,1,1.0,514,899,595,921,1919,21482024,2303,3823
4495,4495,0,0,5,1,1.0,514,899,477,644,1914,21482024,2302,3824
4496,4496,0,0,5,1,1.0,862,1189,477,644,1913,21482024,2304,3825
4497,4497,0,0,5,1,1.0,862,1189,595,921,1918,21482024,2305,3826
4498,4498,0,0,5,1,1.0,126,1009,477,644,1912,21482024,2297,3827
4499,4499,0,0,5,1,0.8176,80,392,595,921,1920,21482024,2296,3828
4500,4500,0,0,5,1,1.0,126,1009,595,921,1917,21482024,2298,3829
4501,4501,0,0,5,1,1.0,80,392,477,644,1915,21482024,2295,3830
4502,4502,0,0,5,1,1.0,136,243,477,644,1916,21482024,2299,3831
4503,4503,0,0,5,1,1.0,136,243,595,921,1921,21482024,2300,3833
4504,4504,0,0,5,1,0.7956,514,546,595,921,3878,21482024,2303,3834
4505,4505,0,0,5,1,1.0,292,286,595,921,3876,21482024,2301,3835
4506,4506,0,0,5,1,1.0,862,420,595,921,3877,21482024,2305,3836
4507,4507,0,0,5,1,1.0,845,151,477,623,142,21482494,2311,3837
4508,4508,0,0,5,1,1.0,136,955,477,623,1397,21482494,2306,3838
4509,4509,0,0,5,1,1.0,438,775,477,1708,3365,21482494,2310,3839
4510,4510,0,0,5,1,1.0,188,1401,873,410,3990,21482494,2309,3840
4511,4511,0,0,5,1,1.0,845,731,873,410,3825,21482494,2312,3841
4512,4512,0,0,5,1,0.8044,891,628,873,410,3988,21482494,2314,3842
4513,4513,0,0,5,1,1.0,188,1401,477,623,3989,21482494,2308,3844
4514,4514,0,0,5,1,1.0,891,628,477,623,3987,21482494,2313,3845
4515,4515,0,0,5,1,1.0,136,955,873,410,3986,21482494,2307,3846
4516,4516,0,0,5,1,0.7948,845,731,477,623,3824,21482494,2311,3847
4517,4517,0,0,5,1,0.8036,136,955,477,623,3985,21482494,2306,3848
4518,4518,0,0,5,1,1.0,336,588,761,843,1588,21495939,2321,3849
4519,4519,0,0,5,1,0.8044,336,588,333,172,1890,21495939,2320,3850
4520,4520,0,0,5,1,0.8233,336,588,85,507,2003,21495939,2319,3851
4521,4521,0,0,5,1,1.0,244,123,552,1522,124,21509688,2322,3852
4522,4522,0,0,5,1,1.0,273,1041,552,1522,1343,21509688,2323,3853
4523,4523,0,0,5,1,0.8306,767,1420,552,1522,1342,21509688,2325,3855
4524,4524,0,0,5,1,1.0,473,833,552,1522,1344,21509688,2324,3856
4525,4525,0,0,5,1,0.5866,390,699,90,522,1686,21519310,2326,3857
4526,4526,0,0,5,1,0.5875,519,908,90,522,1687,21519310,2327,3858
4527,4527,0,0,5,0,0.6157,447,790,580,1584,1592,21540404,2328,3859
4528,4528,0,0,5,0,0.8101,447,790,580,1584,5102,21540404,2328,3860
4529,4529,0,0,5,1,1.0,447,790,580,1052,2852,21540404,2328,3861
4530,4530,0,0,5,0,0.8067,447,790,580,388,670,21540404,2328,3862
4531,4531,0,0,5,1,0.5688,543,253,580,1517,241,21540404,2329,3863
4532,4532,0,0,5,1,0.6001,447,790,580,1052,1361,21540404,2328,3864
4533,4533,0,0,5,0,0.6075,447,790,580,1584,1589,21540404,2328,3866
4534,4534,0,0,5,1,1.0,749,1376,699,864,5493,21544810,2330,3867
4535,4535,0,0,5,1,0.8009,657,1172,1,1378,2617,21545203,2334,3868
4536,4536,0,0,5,1,1.0,336,892,1,1378,2618,21545203,2331,3869
4537,4537,0,0,5,1,1.0,336,892,1,278,3547,21545203,2331,3870
4538,4538,0,0,5,1,1.0,336,892,28,321,3548,21545203,2332,3871
4539,4539,0,0,5,1,1.0,484,188,1,278,640,21545203,2333,3872
4540,4540,0,0,5,1,1.0,233,722,477,1708,3801,21547572,2336,3873
4541,4541,0,0,5,1,1.0,278,526,477,1708,493,21547572,2337,3874
4542,4542,0,0,5,1,1.0,188,1401,477,1708,3800,21547572,2335,3875
4543,4543,0,0,5,1,1.0,233,722,477,1708,4793,21547572,2336,3877
4544,4544,0,0,5,1,1.0,278,1415,477,1708,4791,21547572,2337,3878
4545,4545,0,0,5,1,1.0,188,1401,477,1708,4792,21547572,2335,3879
4546,4546,0,0,5,1,1.0,278,1415,477,644,4601,21547572,2337,3880
4547,4547,0,0,5,1,1.0,311,110,590,1491,2613,21596528,2338,3881
4548,4548,0,0,5,1,1.0,596,1070,317,610,3522,21601843,2340,3882
4549,4549,0,0,5,0,0.5999,596,348,363,1054,5515,21601843,2341,3883
4550,4550,0,0,5,0,1.0,596,345,363,1054,2327,21601843,2341,3884
4551,4551,0,0,5,1,0.7997,596,345,363,1054,3902,21601843,2341,3885
4552,4552,0,0,5,1,1.0,604,1082,363,1054,3900,21601843,2342,3886
4553,4553,0,0,5,1,1.0,395,706,363,1054,3901,21601843,2339,3890
4554,4554,0,0,5,0,1.0,596,345,363,1054,1340,21601843,2341,3891
4555,4555,0,0,5,1,0.804,493,859,383,1108,4427,21604834,2343,3892
4556,4556,0,0,5,1,0.8069,493,859,510,327,4426,21604834,2344,3893
4557,4557,0,0,5,0,0.8078,493,859,383,1107,2485,21604834,2343,3894
4558,4558,0,0,5,1,1.0,493,859,510,330,2483,21604834,2344,3895
4559,4559,0,0,5,1,1.0,682,1223,476,1248,4501,21628892,2346,3896
4560,4560,0,0,5,1,0.7924,682,1223,194,750,4502,21628892,2345,3897
4561,4561,0,0,5,1,1.0,438,775,36,131,2245,21676925,2347,3898
4562,4562,0,0,5,0,0.5986,438,775,52,1261,2818,21676925,2348,3899
4563,4563,0,0,5,1,1.0,438,775,477,1708,3671,21676925,2349,3901
4564,4564,0,0,5,1,0.7894,277,303,166,678,285,21696081,2350,3902
